employee_id,business_travel,business_travel_allowance_percent,business_travel_allowance_rs,performance,performance_bonus_percent,performance_bonus_rs,over_time,over_time_incentive_percent,over_time_incentive_rs,monthly_salary_rs,yearly_salary_rs,marital_status,marital_allowance_percent,marital_allowance_rs,home_distance_km,office_travel_allowance_01,office_travel_allowance_rs,years_at_company,range_years_at_company,training_months,yearly_package_rs,yearly_package_lpa,range_yearly_package
233,Rarely,2,1458.88,Good,5,43766.4,Yes,10,7294.4,72944,875328,Married,5,3647.2,17,0,0,5,0-5 yrs,3,931494.88,9.3,9-12 LPA
235,Frequently,5,5470,Excellent,15,196920,No,0,0,109400,1312800,Single,0,0,1,1,5200,0,0-5 yrs,5,1520390,15.2,15+ LPA
238,Frequently,5,2866,Average,0,0,No,0,0,57320,687840,Single,0,0,3,0,0,8,5-10 yrs,3,690706,6.9,6-9 LPA
239,No Travel,0,0,Average,0,0,No,0,0,84104,1009248,Divorced,0,0,9,0,0,12,10-15 yrs,4,1009248,10.1,9-12 LPA
240,Rarely,2,1146.4,Average,0,0,Yes,10,5732,57320,687840,Divorced,0,0,4,0,0,5,0-5 yrs,3,694718.4,6.9,6-9 LPA
241,Rarely,2,1696.96,Good,5,50908.8,Yes,10,8484.8,84848,1018176,Divorced,0,0,8,0,0,2,0-5 yrs,3,1079266.56,10.8,9-12 LPA
242,Rarely,2,2039.2,Average,0,0,No,0,0,101960,1223520,Single,0,0,2,0,0,3,0-5 yrs,2,1225559.2,12.3,12-15 LPA
243,Rarely,2,1399.36,Excellent,15,125942.4,No,0,0,69968,839616,Single,0,0,2,1,10400,1,0-5 yrs,3,977357.76,9.8,9-12 LPA
244,Rarely,2,2068.96,Excellent,15,186206.4,No,0,0,103448,1241376,Divorced,0,0,1,1,5200,24,20-25 yrs,2,1434851.36,14.3,12-15 LPA
245,Rarely,2,1816,Average,0,0,No,0,0,90800,1089600,Single,0,0,9,0,0,2,0-5 yrs,3,1091416,10.9,9-12 LPA
246,Rarely,2,2113.6,Excellent,15,190224,Yes,10,10568,105680,1268160,Married,5,5284,12,1,62400,4,0-5 yrs,0,1538749.6,15.4,15+ LPA
247,Rarely,2,2113.6,Good,5,63408,No,0,0,105680,1268160,Single,0,0,27,0,0,3,0-5 yrs,3,1333681.6,13.3,12-15 LPA
248,Rarely,2,1741.6,Excellent,15,156744,Yes,10,8708,87080,1044960,Single,0,0,20,1,104000,4,0-5 yrs,5,1316153.6,13.2,12-15 LPA
249,Rarely,2,1979.68,Good,5,59390.4,No,0,0,98984,1187808,Married,5,4949.2,1,0,0,3,0-5 yrs,2,1254127.28,12.5,12-15 LPA
250,Rarely,2,1548.16,Average,0,0,No,0,0,77408,928896,Divorced,0,0,13,0,0,4,0-5 yrs,3,930444.16,9.3,9-12 LPA
252,Rarely,2,1771.36,Average,0,0,No,0,0,88568,1062816,Married,5,4428.4,14,0,0,8,5-10 yrs,5,1069015.76,10.7,9-12 LPA
253,Rarely,2,1384.48,Average,0,0,No,0,0,69224,830688,Married,5,3461.2,4,0,0,20,15-20 yrs,2,835533.68,8.4,6-9 LPA
254,Rarely,2,1607.68,Average,0,0,No,0,0,80384,964608,Single,0,0,14,0,0,24,20-25 yrs,3,966215.68,9.7,9-12 LPA
256,Frequently,5,3424,Good,5,41088,No,0,0,68480,821760,Married,5,3424,2,0,0,10,5-10 yrs,2,869696,8.7,6-9 LPA
258,Rarely,2,2158.24,Good,5,64747.2,No,0,0,107912,1294944,Single,0,0,3,0,0,7,5-10 yrs,6,1361849.44,13.6,12-15 LPA
259,Rarely,2,1667.2,Average,0,0,No,0,0,83360,1000320,Married,5,4168,1,0,0,33,30-35 yrs,5,1006155.2,10.1,9-12 LPA
260,Rarely,2,2173.12,Good,5,65193.6,No,0,0,108656,1303872,Single,0,0,9,0,0,7,5-10 yrs,2,1371238.72,13.7,12-15 LPA
261,Rarely,2,1444,Average,0,0,Yes,10,7220,72200,866400,Married,5,3610,23,0,0,1,0-5 yrs,1,878674,8.8,6-9 LPA
262,No Travel,0,0,Average,0,0,No,0,0,62528,750336,Divorced,0,0,7,0,0,5,0-5 yrs,3,750336,7.5,6-9 LPA
264,No Travel,0,0,Excellent,15,150048,No,0,0,83360,1000320,Married,5,4168,2,1,10400,20,15-20 yrs,1,1164936,11.6,9-12 LPA
267,Rarely,2,1667.2,Average,0,0,Yes,10,8336,83360,1000320,Married,5,4168,21,0,0,8,5-10 yrs,3,1014491.2,10.1,9-12 LPA
269,Frequently,5,3126.4,Average,0,0,No,0,0,62528,750336,Single,0,0,2,0,0,6,5-10 yrs,5,753462.4,7.5,6-9 LPA
270,No Travel,0,0,Good,5,37070.4,No,0,0,61784,741408,Divorced,0,0,21,0,0,5,0-5 yrs,5,778478.4,7.8,6-9 LPA
271,Rarely,2,2009.44,Average,0,0,No,0,0,100472,1205664,Married,5,5023.6,2,0,0,1,0-5 yrs,3,1212697.04,12.1,12-15 LPA
273,Rarely,2,1503.52,Good,5,45105.6,No,0,0,75176,902112,Married,5,3758.8,29,0,0,7,5-10 yrs,3,952479.92,9.5,9-12 LPA
274,Frequently,5,3982,Good,5,47784,No,0,0,79640,955680,Married,5,3982,1,0,0,2,0-5 yrs,1,1011428,10.1,9-12 LPA
275,No Travel,0,0,Good,5,62068.8,Yes,10,10344.8,103448,1241376,Divorced,0,0,18,0,0,7,5-10 yrs,0,1313789.6,13.1,12-15 LPA
277,Frequently,5,3349.6,Good,5,40195.2,Yes,10,6699.2,66992,803904,Divorced,0,0,10,0,0,5,0-5 yrs,4,854148,8.5,6-9 LPA
281,Rarely,2,2173.12,Good,5,65193.6,Yes,10,10865.6,108656,1303872,Married,5,5432.8,19,0,0,7,5-10 yrs,2,1387537.12,13.9,12-15 LPA
282,Rarely,2,1741.6,Good,5,52248,Yes,10,8708,87080,1044960,Married,5,4354,29,0,0,1,0-5 yrs,2,1112011.6,11.1,9-12 LPA
283,Rarely,2,1220.8,Excellent,15,109872,No,0,0,61040,732480,Married,5,3052,27,1,140400,10,5-10 yrs,3,987024.8,9.9,9-12 LPA
284,Rarely,2,1592.8,Good,5,47784,Yes,10,7964,79640,955680,Divorced,0,0,5,0,0,4,0-5 yrs,2,1013020.8,10.1,9-12 LPA
286,Frequently,5,4465.6,Average,0,0,No,0,0,89312,1071744,Single,0,0,18,0,0,8,5-10 yrs,2,1076209.6,10.8,9-12 LPA
287,No Travel,0,0,Average,0,0,No,0,0,81872,982464,Married,5,4093.6,9,0,0,3,0-5 yrs,5,986557.6,9.9,9-12 LPA
288,Rarely,2,2143.36,Good,5,64300.8,No,0,0,107168,1286016,Divorced,0,0,1,0,0,4,0-5 yrs,3,1352460.16,13.5,12-15 LPA
291,Rarely,2,1176.16,Average,0,0,No,0,0,58808,705696,Married,5,2940.4,4,0,0,14,10-15 yrs,2,709812.56,7.1,6-9 LPA
292,No Travel,0,0,Excellent,15,180849.6,No,0,0,100472,1205664,Single,0,0,1,1,5200,11,10-15 yrs,2,1391713.6,13.9,12-15 LPA
293,Frequently,5,5098,Average,0,0,No,0,0,101960,1223520,Single,0,0,20,0,0,7,5-10 yrs,2,1228618,12.3,12-15 LPA
296,Rarely,2,1905.28,Good,5,57158.4,No,0,0,95264,1143168,Married,5,4763.2,8,0,0,10,5-10 yrs,5,1206994.88,12.1,12-15 LPA
297,Rarely,2,2009.44,Average,0,0,Yes,10,10047.2,100472,1205664,Single,0,0,3,0,0,5,0-5 yrs,5,1217720.64,12.2,12-15 LPA
298,Rarely,2,1816,Good,5,54480,Yes,10,9080,90800,1089600,Single,0,0,6,0,0,1,0-5 yrs,3,1154976,11.5,9-12 LPA
299,Frequently,5,3684.4,Good,5,44212.8,No,0,0,73688,884256,Single,0,0,26,0,0,6,5-10 yrs,5,932153.2,9.3,9-12 LPA
300,Rarely,2,1964.8,Average,0,0,No,0,0,98240,1178880,Single,0,0,1,0,0,6,5-10 yrs,1,1180844.8,11.8,9-12 LPA
302,No Travel,0,0,Average,0,0,No,0,0,77408,928896,Single,0,0,6,0,0,19,15-20 yrs,2,928896,9.3,9-12 LPA
303,Rarely,2,1473.76,Average,0,0,No,0,0,73688,884256,Married,5,3684.4,3,0,0,6,5-10 yrs,4,889414.16,8.9,6-9 LPA
304,Rarely,2,1622.56,Good,5,48676.8,No,0,0,81128,973536,Single,0,0,5,0,0,13,10-15 yrs,3,1023835.36,10.2,9-12 LPA
305,Rarely,2,1399.36,Excellent,15,125942.4,No,0,0,69968,839616,Married,5,3498.4,4,1,20800,3,0-5 yrs,3,991256.16,9.9,9-12 LPA
306,Frequently,5,3498.4,Average,0,0,Yes,10,6996.8,69968,839616,Divorced,0,0,11,0,0,10,5-10 yrs,1,850111.2,8.5,6-9 LPA
307,Rarely,2,1830.88,Average,0,0,No,0,0,91544,1098528,Divorced,0,0,3,0,0,16,15-20 yrs,6,1100358.88,11,9-12 LPA
308,No Travel,0,0,Average,0,0,No,0,0,101960,1223520,Married,5,5098,1,0,0,5,0-5 yrs,2,1228618,12.3,12-15 LPA
309,Rarely,2,1741.6,Good,5,52248,No,0,0,87080,1044960,Married,5,4354,3,0,0,1,0-5 yrs,6,1103303.6,11,9-12 LPA
311,Frequently,5,3275.2,Good,5,39302.4,No,0,0,65504,786048,Divorced,0,0,4,0,0,9,5-10 yrs,2,828625.6,8.3,6-9 LPA
312,Frequently,5,3312.4,Average,0,0,No,0,0,66248,794976,Married,5,3312.4,1,0,0,11,10-15 yrs,5,801600.8,8,6-9 LPA
314,Frequently,5,5172.4,Average,0,0,No,0,0,103448,1241376,Single,0,0,1,0,0,10,5-10 yrs,3,1246548.4,12.5,12-15 LPA
315,Rarely,2,1979.68,Average,0,0,Yes,10,9898.4,98984,1187808,Single,0,0,18,0,0,4,0-5 yrs,3,1199686.08,12,9-12 LPA
316,Rarely,2,2024.32,Good,5,60729.6,No,0,0,101216,1214592,Single,0,0,2,0,0,2,0-5 yrs,3,1277345.92,12.8,12-15 LPA
319,Rarely,2,1563.04,Average,0,0,No,0,0,78152,937824,Married,5,3907.6,4,0,0,22,20-25 yrs,3,943294.64,9.4,9-12 LPA
321,Rarely,2,1473.76,Good,5,44212.8,No,0,0,73688,884256,Married,5,3684.4,6,0,0,2,0-5 yrs,2,933626.96,9.3,9-12 LPA
323,Rarely,2,1711.84,Average,0,0,No,0,0,85592,1027104,Divorced,0,0,1,0,0,7,5-10 yrs,3,1028815.84,10.3,9-12 LPA
325,Rarely,2,1563.04,Average,0,0,Yes,10,7815.2,78152,937824,Married,5,3907.6,14,0,0,5,0-5 yrs,2,951109.84,9.5,9-12 LPA
327,Rarely,2,1890.4,Excellent,15,170136,Yes,10,9452,94520,1134240,Married,5,4726,16,1,83200,17,15-20 yrs,3,1403644.4,14,12-15 LPA
328,Rarely,2,1280.32,Good,5,38409.6,No,0,0,64016,768192,Married,5,3200.8,2,0,0,9,5-10 yrs,3,811082.72,8.1,6-9 LPA
329,No Travel,0,0,Good,5,56265.6,Yes,10,9377.6,93776,1125312,Single,0,0,2,0,0,33,30-35 yrs,2,1190955.2,11.9,9-12 LPA
330,Rarely,2,1533.28,Average,0,0,No,0,0,76664,919968,Married,5,3833.2,4,0,0,4,0-5 yrs,5,925334.48,9.3,9-12 LPA
331,Rarely,2,1622.56,Average,0,0,Yes,10,8112.8,81128,973536,Single,0,0,1,0,0,3,0-5 yrs,2,983271.36,9.8,9-12 LPA
332,Rarely,2,2128.48,Average,0,0,No,0,0,106424,1277088,Divorced,0,0,1,0,0,3,0-5 yrs,1,1279216.48,12.8,12-15 LPA
333,No Travel,0,0,Good,5,65640,No,0,0,109400,1312800,Married,5,5470,26,0,0,3,0-5 yrs,2,1383910,13.8,12-15 LPA
334,Rarely,2,1235.68,Good,5,37070.4,No,0,0,61784,741408,Divorced,0,0,19,0,0,1,0-5 yrs,2,779714.08,7.8,6-9 LPA
335,Rarely,2,1622.56,Good,5,48676.8,No,0,0,81128,973536,Divorced,0,0,24,0,0,9,5-10 yrs,3,1023835.36,10.2,9-12 LPA
336,Rarely,2,1741.6,Average,0,0,No,0,0,87080,1044960,Married,5,4354,1,0,0,24,20-25 yrs,2,1051055.6,10.5,9-12 LPA
337,Frequently,5,4465.6,Average,0,0,No,0,0,89312,1071744,Divorced,0,0,3,0,0,2,0-5 yrs,3,1076209.6,10.8,9-12 LPA
338,Rarely,2,1637.44,Average,0,0,No,0,0,81872,982464,Married,5,4093.6,5,0,0,2,0-5 yrs,2,988195.04,9.9,9-12 LPA
339,Rarely,2,1949.92,Average,0,0,No,0,0,97496,1169952,Married,5,4874.8,2,0,0,11,10-15 yrs,3,1176776.72,11.8,9-12 LPA
340,Rarely,2,1935.04,Average,0,0,No,0,0,96752,1161024,Married,5,4837.6,1,0,0,3,0-5 yrs,2,1167796.64,11.7,9-12 LPA
341,Frequently,5,4614.4,Good,5,55372.8,No,0,0,92288,1107456,Married,5,4614.4,7,0,0,3,0-5 yrs,1,1172057.6,11.7,9-12 LPA
342,Frequently,5,4019.2,Average,0,0,No,0,0,80384,964608,Divorced,0,0,10,0,0,1,0-5 yrs,5,968627.2,9.7,9-12 LPA
343,Frequently,5,4130.8,Excellent,15,148708.8,No,0,0,82616,991392,Single,0,0,2,1,10400,19,15-20 yrs,1,1154631.6,11.5,9-12 LPA
346,Rarely,2,1592.8,Good,5,47784,No,0,0,79640,955680,Single,0,0,15,0,0,6,5-10 yrs,1,1005056.8,10.1,9-12 LPA
347,Rarely,2,1920.16,Average,0,0,Yes,10,9600.8,96008,1152096,Single,0,0,17,0,0,3,0-5 yrs,1,1163616.96,11.6,9-12 LPA
349,Rarely,2,1369.6,Average,0,0,No,0,0,68480,821760,Divorced,0,0,20,0,0,3,0-5 yrs,2,823129.6,8.2,6-9 LPA
350,Rarely,2,1622.56,Average,0,0,No,0,0,81128,973536,Married,5,4056.4,1,0,0,4,0-5 yrs,3,979214.96,9.8,9-12 LPA
351,Rarely,2,1533.28,Average,0,0,Yes,10,7666.4,76664,919968,Divorced,0,0,2,0,0,9,5-10 yrs,4,929167.68,9.3,9-12 LPA
352,Rarely,2,1429.12,Good,5,42873.6,No,0,0,71456,857472,Divorced,0,0,2,0,0,21,20-25 yrs,5,901774.72,9,6-9 LPA
353,Rarely,2,2128.48,Average,0,0,No,0,0,106424,1277088,Married,5,5321.2,1,0,0,1,0-5 yrs,0,1284537.68,12.8,12-15 LPA
355,Frequently,5,4391.2,Average,0,0,No,0,0,87824,1053888,Single,0,0,29,0,0,5,0-5 yrs,2,1058279.2,10.6,9-12 LPA
359,Frequently,5,5470,Good,5,65640,No,0,0,109400,1312800,Married,5,5470,7,0,0,5,0-5 yrs,3,1389380,13.9,12-15 LPA
361,No Travel,0,0,Good,5,38409.6,No,0,0,64016,768192,Married,5,3200.8,2,0,0,8,5-10 yrs,0,809802.4,8.1,6-9 LPA
362,Rarely,2,1949.92,Average,0,0,No,0,0,97496,1169952,Single,0,0,2,0,0,6,5-10 yrs,5,1171901.92,11.7,9-12 LPA
363,Rarely,2,1816,Average,0,0,Yes,10,9080,90800,1089600,Married,5,4540,2,0,0,7,5-10 yrs,2,1105036,11.1,9-12 LPA
364,Rarely,2,1875.52,Average,0,0,No,0,0,93776,1125312,Single,0,0,2,0,0,0,0-5 yrs,5,1127187.52,11.3,9-12 LPA
366,Rarely,2,1860.64,Good,5,55819.2,No,0,0,93032,1116384,Married,5,4651.6,2,0,0,0,0-5 yrs,2,1178715.44,11.8,9-12 LPA
367,Rarely,2,1652.32,Excellent,15,148708.8,No,0,0,82616,991392,Married,5,4130.8,23,1,119600,9,5-10 yrs,2,1265483.92,12.7,12-15 LPA
369,No Travel,0,0,Average,0,0,No,0,0,98240,1178880,Divorced,0,0,5,0,0,6,5-10 yrs,2,1178880,11.8,9-12 LPA
372,Rarely,2,1875.52,Average,0,0,Yes,10,9377.6,93776,1125312,Married,5,4688.8,20,0,0,20,15-20 yrs,2,1141253.92,11.4,9-12 LPA
373,Rarely,2,1399.36,Average,0,0,No,0,0,69968,839616,Married,5,3498.4,6,0,0,15,10-15 yrs,4,844513.76,8.4,6-9 LPA
374,Rarely,2,1905.28,Average,0,0,Yes,10,9526.4,95264,1143168,Single,0,0,1,0,0,36,35-40 yrs,2,1154599.68,11.5,9-12 LPA
376,No Travel,0,0,Average,0,0,Yes,10,10047.2,100472,1205664,Married,5,5023.6,29,0,0,10,5-10 yrs,2,1220734.8,12.2,12-15 LPA
377,Rarely,2,2098.72,Excellent,15,188884.8,No,0,0,104936,1259232,Married,5,5246.8,9,1,46800,5,0-5 yrs,3,1502262.32,15,12-15 LPA
378,Rarely,2,2158.24,Average,0,0,No,0,0,107912,1294944,Married,5,5395.6,6,0,0,5,0-5 yrs,5,1302497.84,13,12-15 LPA
379,Rarely,2,2188,Good,5,65640,No,0,0,109400,1312800,Single,0,0,3,0,0,3,0-5 yrs,4,1380628,13.8,12-15 LPA
380,No Travel,0,0,Good,5,56712,Yes,10,9452,94520,1134240,Divorced,0,0,1,0,0,5,0-5 yrs,2,1200404,12,9-12 LPA
381,Rarely,2,1756.48,Good,5,52694.4,No,0,0,87824,1053888,Divorced,0,0,22,0,0,7,5-10 yrs,6,1108338.88,11.1,9-12 LPA
382,Rarely,2,1354.72,Excellent,15,121924.8,Yes,10,6773.6,67736,812832,Divorced,0,0,7,1,36400,8,5-10 yrs,3,979285.12,9.8,9-12 LPA
384,Frequently,5,4874.8,Good,5,58497.6,No,0,0,97496,1169952,Divorced,0,0,1,0,0,6,5-10 yrs,6,1233324.4,12.3,12-15 LPA
385,Rarely,2,2128.48,Average,0,0,No,0,0,106424,1277088,Divorced,0,0,4,0,0,10,5-10 yrs,4,1279216.48,12.8,12-15 LPA
386,Rarely,2,1369.6,Good,5,41088,Yes,10,6848,68480,821760,Married,5,3424,3,0,0,5,0-5 yrs,5,874489.6,8.7,6-9 LPA
387,Rarely,2,2173.12,Excellent,15,195580.8,No,0,0,108656,1303872,Married,5,5432.8,1,1,5200,20,15-20 yrs,3,1512258.72,15.1,15+ LPA
388,Frequently,5,3386.8,Good,5,40641.6,No,0,0,67736,812832,Single,0,0,2,0,0,10,5-10 yrs,3,856860.4,8.6,6-9 LPA
389,Rarely,2,1250.56,Good,5,37516.8,Yes,10,6252.8,62528,750336,Married,5,3126.4,20,0,0,10,5-10 yrs,4,798482.56,8,6-9 LPA
390,Frequently,5,3982,Average,0,0,Yes,10,7964,79640,955680,Married,5,3982,11,0,0,5,0-5 yrs,3,971608,9.7,9-12 LPA
391,Rarely,2,1324.96,Average,0,0,No,0,0,66248,794976,Single,0,0,1,0,0,17,15-20 yrs,3,796300.96,8,6-9 LPA
392,Frequently,5,3349.6,Excellent,15,120585.6,Yes,10,6699.2,66992,803904,Divorced,0,0,24,1,124800,1,0-5 yrs,0,1059338.4,10.6,9-12 LPA
393,Rarely,2,1920.16,Average,0,0,No,0,0,96008,1152096,Divorced,0,0,23,0,0,2,0-5 yrs,2,1154016.16,11.5,9-12 LPA
394,Rarely,2,1369.6,Average,0,0,Yes,10,6848,68480,821760,Divorced,0,0,16,0,0,3,0-5 yrs,2,829977.6,8.3,6-9 LPA
395,Rarely,2,1682.08,Excellent,15,151387.2,No,0,0,84104,1009248,Single,0,0,8,1,41600,5,0-5 yrs,3,1203917.28,12,9-12 LPA
396,Frequently,5,3052,Average,0,0,Yes,10,6104,61040,732480,Single,0,0,10,0,0,3,0-5 yrs,4,741636,7.4,6-9 LPA
397,Rarely,2,1146.4,Average,0,0,No,0,0,57320,687840,Single,0,0,3,0,0,8,5-10 yrs,2,688986.4,6.9,6-9 LPA
399,Frequently,5,4874.8,Average,0,0,No,0,0,97496,1169952,Divorced,0,0,5,0,0,2,0-5 yrs,5,1174826.8,11.7,9-12 LPA
401,Rarely,2,1414.24,Average,0,0,Yes,10,7071.2,70712,848544,Single,0,0,4,0,0,8,5-10 yrs,0,857029.44,8.6,6-9 LPA
403,Frequently,5,3721.6,Average,0,0,Yes,10,7443.2,74432,893184,Married,5,3721.6,9,0,0,4,0-5 yrs,3,908070.4,9.1,9-12 LPA
404,Frequently,5,4614.4,Average,0,0,No,0,0,92288,1107456,Married,5,4614.4,26,0,0,20,15-20 yrs,2,1116684.8,11.2,9-12 LPA
405,Rarely,2,1503.52,Average,0,0,No,0,0,75176,902112,Single,0,0,3,0,0,0,0-5 yrs,2,903615.52,9,6-9 LPA
406,Rarely,2,2128.48,Good,5,63854.4,No,0,0,106424,1277088,Married,5,5321.2,16,0,0,11,10-15 yrs,3,1348392.08,13.5,12-15 LPA
407,Frequently,5,4763.2,Good,5,57158.4,No,0,0,95264,1143168,Married,5,4763.2,18,0,0,1,0-5 yrs,2,1209852.8,12.1,12-15 LPA
408,Rarely,2,1949.92,Good,5,58497.6,No,0,0,97496,1169952,Divorced,0,0,2,0,0,4,0-5 yrs,3,1230399.52,12.3,12-15 LPA
410,Rarely,2,2009.44,Good,5,60283.2,No,0,0,100472,1205664,Single,0,0,2,0,0,22,20-25 yrs,2,1267956.64,12.7,12-15 LPA
411,Rarely,2,1726.72,Average,0,0,No,0,0,86336,1036032,Single,0,0,10,0,0,0,0-5 yrs,2,1037758.72,10.4,9-12 LPA
412,Rarely,2,1711.84,Good,5,51355.2,No,0,0,85592,1027104,Single,0,0,16,0,0,8,5-10 yrs,2,1080171.04,10.8,9-12 LPA
416,Rarely,2,2188,Average,0,0,No,0,0,109400,1312800,Married,5,5470,7,0,0,8,5-10 yrs,3,1320458,13.2,12-15 LPA
417,Rarely,2,1414.24,Good,5,42427.2,No,0,0,70712,848544,Divorced,0,0,1,0,0,18,15-20 yrs,5,892385.44,8.9,6-9 LPA
419,No Travel,0,0,Good,5,41980.8,No,0,0,69968,839616,Married,5,3498.4,24,0,0,9,5-10 yrs,3,885095.2,8.9,6-9 LPA
420,Rarely,2,2054.08,Average,0,0,No,0,0,102704,1232448,Married,5,5135.2,7,0,0,13,10-15 yrs,3,1239637.28,12.4,12-15 LPA
421,Rarely,2,1905.28,Good,5,57158.4,No,0,0,95264,1143168,Married,5,4763.2,25,0,0,10,5-10 yrs,2,1206994.88,12.1,12-15 LPA
422,No Travel,0,0,Average,0,0,Yes,10,5880.8,58808,705696,Divorced,0,0,1,0,0,5,0-5 yrs,2,711576.8,7.1,6-9 LPA
423,Rarely,2,1979.68,Average,0,0,Yes,10,9898.4,98984,1187808,Married,5,4949.2,5,0,0,5,0-5 yrs,4,1204635.28,12,9-12 LPA
424,Rarely,2,1622.56,Average,0,0,No,0,0,81128,973536,Married,5,4056.4,2,0,0,2,0-5 yrs,1,979214.96,9.8,9-12 LPA
425,Frequently,5,5358.4,Good,5,64300.8,No,0,0,107168,1286016,Divorced,0,0,7,0,0,24,20-25 yrs,2,1355675.2,13.6,12-15 LPA
426,Rarely,2,1176.16,Good,5,35284.8,Yes,10,5880.8,58808,705696,Divorced,0,0,2,0,0,2,0-5 yrs,2,748037.76,7.5,6-9 LPA
428,Frequently,5,4502.8,Average,0,0,No,0,0,90056,1080672,Married,5,4502.8,5,0,0,10,5-10 yrs,2,1089677.6,10.9,9-12 LPA
429,Rarely,2,2173.12,Average,0,0,Yes,10,10865.6,108656,1303872,Married,5,5432.8,10,0,0,21,20-25 yrs,3,1322343.52,13.2,12-15 LPA
430,Frequently,5,2977.6,Good,5,35731.2,No,0,0,59552,714624,Single,0,0,10,0,0,8,5-10 yrs,5,753332.8,7.5,6-9 LPA
431,Rarely,2,2039.2,Average,0,0,Yes,10,10196,101960,1223520,Single,0,0,1,0,0,7,5-10 yrs,2,1235755.2,12.4,12-15 LPA
433,Rarely,2,1964.8,Good,5,58944,No,0,0,98240,1178880,Married,5,4912,8,0,0,8,5-10 yrs,3,1244700.8,12.4,12-15 LPA
434,Rarely,2,1964.8,Average,0,0,Yes,10,9824,98240,1178880,Single,0,0,5,0,0,4,0-5 yrs,2,1190668.8,11.9,9-12 LPA
436,Rarely,2,1667.2,Average,0,0,Yes,10,8336,83360,1000320,Married,5,4168,8,0,0,13,10-15 yrs,2,1014491.2,10.1,9-12 LPA
437,Rarely,2,1801.12,Average,0,0,Yes,10,9005.6,90056,1080672,Single,0,0,2,0,0,5,0-5 yrs,3,1091478.72,10.9,9-12 LPA
438,Rarely,2,1786.24,Average,0,0,No,0,0,89312,1071744,Divorced,0,0,7,0,0,7,5-10 yrs,3,1073530.24,10.7,9-12 LPA
439,Rarely,2,1801.12,Good,5,54033.6,No,0,0,90056,1080672,Single,0,0,2,0,0,7,5-10 yrs,0,1136506.72,11.4,9-12 LPA
440,Rarely,2,1949.92,Average,0,0,Yes,10,9749.6,97496,1169952,Married,5,4874.8,2,0,0,3,0-5 yrs,4,1186526.32,11.9,9-12 LPA
441,Rarely,2,1652.32,Average,0,0,No,0,0,82616,991392,Married,5,4130.8,28,0,0,10,5-10 yrs,2,997175.12,10,9-12 LPA
442,Frequently,5,3535.6,Excellent,15,127281.6,No,0,0,70712,848544,Married,5,3535.6,7,1,36400,10,5-10 yrs,2,1019296.8,10.2,9-12 LPA
444,Frequently,5,3758.8,Good,5,45105.6,No,0,0,75176,902112,Married,5,3758.8,7,0,0,21,20-25 yrs,2,954735.2,9.5,9-12 LPA
445,Rarely,2,1310.08,Good,5,39302.4,Yes,10,6550.4,65504,786048,Married,5,3275.2,3,0,0,1,0-5 yrs,3,836486.08,8.4,6-9 LPA
446,Frequently,5,3461.2,Average,0,0,No,0,0,69224,830688,Single,0,0,10,0,0,7,5-10 yrs,6,834149.2,8.3,6-9 LPA
447,Rarely,2,1324.96,Average,0,0,No,0,0,66248,794976,Married,5,3312.4,5,0,0,3,0-5 yrs,2,799613.36,8,6-9 LPA
448,Frequently,5,4800.4,Average,0,0,No,0,0,96008,1152096,Divorced,0,0,10,0,0,9,5-10 yrs,3,1156896.4,11.6,9-12 LPA
449,No Travel,0,0,Average,0,0,Yes,10,8931.2,89312,1071744,Married,5,4465.6,1,0,0,5,0-5 yrs,0,1085140.8,10.9,9-12 LPA
450,Frequently,5,2903.2,Average,0,0,No,0,0,58064,696768,Single,0,0,20,0,0,4,0-5 yrs,4,699671.2,7,6-9 LPA
451,Rarely,2,1339.84,Good,5,40195.2,No,0,0,66992,803904,Married,5,3349.6,7,0,0,1,0-5 yrs,1,848788.64,8.5,6-9 LPA
452,Rarely,2,1816,Average,0,0,No,0,0,90800,1089600,Married,5,4540,8,0,0,10,5-10 yrs,3,1095956,11,9-12 LPA
453,Rarely,2,1548.16,Excellent,15,139334.4,Yes,10,7740.8,77408,928896,Married,5,3870.4,1,1,5200,4,0-5 yrs,2,1086589.76,10.9,9-12 LPA
454,Rarely,2,1845.76,Average,0,0,Yes,10,9228.8,92288,1107456,Married,5,4614.4,8,0,0,7,5-10 yrs,4,1123144.96,11.2,9-12 LPA
455,Rarely,2,1146.4,Good,5,34392,No,0,0,57320,687840,Single,0,0,9,0,0,3,0-5 yrs,2,723378.4,7.2,6-9 LPA
456,Rarely,2,1146.4,Average,0,0,No,0,0,57320,687840,Divorced,0,0,5,0,0,10,5-10 yrs,2,688986.4,6.9,6-9 LPA
458,Rarely,2,1533.28,Good,5,45998.4,No,0,0,76664,919968,Married,5,3833.2,8,0,0,8,5-10 yrs,3,971332.88,9.7,9-12 LPA
460,Rarely,2,1607.68,Good,5,48230.4,No,0,0,80384,964608,Divorced,0,0,5,0,0,6,5-10 yrs,2,1014446.08,10.1,9-12 LPA
461,Rarely,2,2068.96,Average,0,0,Yes,10,10344.8,103448,1241376,Divorced,0,0,15,0,0,11,10-15 yrs,3,1253789.76,12.5,12-15 LPA
462,Rarely,2,1280.32,Average,0,0,Yes,10,6401.6,64016,768192,Single,0,0,7,0,0,11,10-15 yrs,2,775873.92,7.8,6-9 LPA
